iso3,log_studies_value,log_studies_lisa_I,log_studies_lisa_p,log_studies_lisa_cat_raw,log_studies_lisa_cat_fdr,log_studies_value_missing,log_studies_getis_z,log_studies_getis_p,log_studies_getis_sig_fdr,research_intensity_per_mha_value,research_intensity_per_mha_lisa_I,research_intensity_per_mha_lisa_p,research_intensity_per_mha_lisa_cat_raw,research_intensity_per_mha_lisa_cat_fdr,research_intensity_per_mha_value_missing,research_intensity_per_mha_getis_z,research_intensity_per_mha_getis_p,research_intensity_per_mha_getis_sig_fdr,citation_weighted_value,citation_weighted_lisa_I,citation_weighted_lisa_p,citation_weighted_lisa_cat_raw,citation_weighted_lisa_cat_fdr,citation_weighted_value_missing,citation_weighted_getis_z,citation_weighted_getis_p,citation_weighted_getis_sig_fdr,evidence_gap_value,evidence_gap_lisa_I,evidence_gap_lisa_p,evidence_gap_lisa_cat_raw,evidence_gap_lisa_cat_fdr,evidence_gap_value_missing,evidence_gap_getis_z,evidence_gap_getis_p,evidence_gap_getis_sig_fdr,cell_coverage_pct_value,cell_coverage_pct_lisa_I,cell_coverage_pct_lisa_p,cell_coverage_pct_lisa_cat_raw,cell_coverage_pct_lisa_cat_fdr,cell_coverage_pct_value_missing,cell_coverage_pct_getis_z,cell_coverage_pct_getis_p,cell_coverage_pct_getis_sig_fdr,wb_region,wb_income_group,n_studies_fractional,need_rank_pct,evidence_gap
SWZ,1.0986122886681098,0.004197427621538087,0.4511,Not significant,Not significant,False,-0.07473670728498162,0.4511,False,12.849820295263171,-0.18522645866347653,0.4021,Not significant,Not significant,False,0.029953856779314954,0.4021,False,204.0,0.005732451085954394,0.3713,Not significant,Not significant,False,-0.1400070332280407,0.3713,False,-0.6058190514148976,0.013806576831779827,0.082,Not significant,Not significant,False,-0.4888437175054353,0.082,False,9.090909090909092,0.0869834009050484,0.2838,Not significant,Not significant,False,-0.276037954786672,0.2839,False,Sub-Saharan Africa ,Lower middle income,2.0,0.5906735751295337,-0.6058190514148976
SYC,0.0,0.11654632367617387,0.3944,Not significant,Not significant,False,-0.2399091733875016,0.3944,False,0.0,0.08168594801174942,0.1948,Not significant,Not significant,False,-0.24988108916088078,0.1948,False,0.0,0.019962966608539284,0.3735,Not significant,Not significant,False,-0.1126720281835199,0.3735,False,16.383685399229442,-0.22713304353278924,0.0917,Not significant,Not significant,False,-0.40032374826026934,0.0917,False,0.0,0.09791087819974577,0.4161,Not significant,Not significant,False,-0.21963571997640782,0.4161,False,Sub-Saharan Africa ,High income,0.0,0.025906735751295335,16.383685399229442
SYR,0.22314355131420976,0.17746073529671494,0.2895,Not significant,Not significant,False,-0.31561839035173744,0.2892,False,0.08387055780429296,-0.792336652599735,0.0014,Low-High,Low-High,False,1.9419126914051372,0.0014,True,16.25,0.03397429347836615,0.2292,Not significant,Not significant,False,-0.17898605074716906,0.2291,False,-55.59319782117709,0.00803614069611989,0.4827,Not significant,Not significant,False,-0.21579971648984478,0.4827,False,5.2631578947368425,0.22101493873744282,0.146,Not significant,Not significant,False,-0.4395131048867871,0.146,False,"Middle East, North Africa, Afghanistan & Pakistan",Low income,0.25,0.9533678756476683,-55.59319782117709
TCD,0.0,0.1095479985033787,0.3986,Not significant,Not significant,False,-0.2331070397683049,0.3986,False,0.0,0.11526173075256545,0.0143,Low-Low,Not significant,False,-0.33187459614265935,0.0143,False,0.0,0.031600636834757466,0.3844,Not significant,Not significant,False,-0.16112050207496478,0.3844,False,-79.4712368805633,2.103222577397791,0.0056,Low-Low,Low-Low,False,-1.1605160086521586,0.0056,True,0.0,-0.007862556790014718,0.4472,Not significant,Not significant,False,-0.10425366824536873,0.4472,False,Sub-Saharan Africa ,Low income,0.0,0.9844559585492227,-79.4712368805633
TGO,0.0,-0.3353356141398304,0.1822,Not significant,Not significant,False,0.1993046735304405,0.1822,False,0.0,0.09640581785716046,0.0944,Not significant,Not significant,False,-0.2858276450537799,0.0944,False,0.0,0.022246192136633786,0.4105,Not significant,Not significant,False,-0.12217726335825074,0.4105,False,-60.30025242460475,0.7613769850109577,0.1118,Not significant,Not significant,False,-0.6383048725815937,0.1118,False,0.0,-0.2686085131328807,0.2037,Not significant,Not significant,False,0.1801788400335227,0.2037,False,Sub-Saharan Africa ,Lower middle income,0.0,0.7927461139896373,-60.30025242460475
THA,3.1135153092103742,0.4796332837564423,0.2039,Not significant,Not significant,False,0.4909760010236015,0.2039,False,1.3205940437400403,0.04608616165549943,0.1894,Not significant,Not significant,False,-0.23003487472079687,0.1894,False,187.0,0.0031014269140465477,0.2858,Not significant,Not significant,False,-0.05982276159511684,0.2858,False,32.73282848412383,-0.0013316269365558145,0.4996,Not significant,Not significant,False,0.12103464259741666,0.4996,False,25.0,0.031603875810479166,0.3994,Not significant,Not significant,False,0.12539077698534684,0.3994,False,East Asia & Pacific,Upper middle income,21.5,0.5854922279792746,32.73282848412383
TJK,0.0,-0.2793094374116732,0.2195,Not significant,Not significant,False,0.14484913868917426,0.2195,False,0.0,0.07429131651587591,0.2494,Not significant,Not significant,False,-0.23182308068897317,0.2494,False,0.0,0.004457850381157264,0.2391,Not significant,Not significant,False,-0.04812309320564261,0.2391,False,-52.01009698419024,0.3474556166134215,0.2584,Not significant,Not significant,False,-0.4140228492977572,0.2584,False,0.0,-0.10675760419124146,0.3472,Not significant,Not significant,False,0.003625152900002452,0.3472,False,Europe & Central Asia,Lower middle income,0.0,0.7098445595854922,-52.01009698419024
TKM,0.0,-0.3249819873151083,0.19,Not significant,Not significant,False,0.18924130102828354,0.1901,False,0.0,0.05199800929594733,0.4187,Not significant,Not significant,False,-0.1773818646704387,0.4187,False,0.0,0.01757183456238762,0.3367,Not significant,Not significant,False,-0.10271757026736517,0.3367,False,-42.68367211372393,0.26416485535074485,0.2763,Not significant,Not significant,False,-0.362612345257767,0.2763,False,0.0,-0.22232734546102897,0.2402,Not significant,Not significant,False,0.129693421998234,0.2402,False,Europe & Central Asia,Upper middle income,0.0,0.616580310880829,-42.68367211372393
TLS,0.0,-0.3415190670531481,0.1792,Not significant,Not significant,False,0.2053147790779655,0.1792,False,0.0,0.06601548649963256,0.3121,Not significant,Not significant,False,-0.21161314749233107,0.3121,False,0.0,-0.015238618976101577,0.1626,Not significant,Not significant,False,0.03387475196949948,0.1626,False,-65.99973428988973,-0.9436975258663117,0.096,Not significant,Not significant,False,0.21344212678364946,0.096,False,0.0,-0.043147954453169476,0.4129,Not significant,Not significant,False,-0.06576289238170738,0.4129,False,East Asia & Pacific,Lower middle income,0.0,0.8497409326424871,-65.99973428988973
TON,0.0,0.4415697340426921,0.0989,Not significant,Not significant,False,-0.5558208539813693,0.0985,False,0.0,0.11316999656664771,0.0225,Low-Low,Not significant,False,-0.32676649120580614,0.0221,False,0.0,0.02653285018582501,0.4949,Not significant,Not significant,False,-0.14002293491800263,0.4953,False,-17.295071077454498,-0.09997401226079375,0.3019,Not significant,Not significant,False,0.1184814231070903,0.3019,False,0.0,0.42603926903823003,0.0663,Not significant,Not significant,False,-0.5775717836942373,0.0659,False,East Asia & Pacific,Upper middle income,0.0,0.3626943005181347,-17.295071077454498
TTO,0.0,0.736538019864216,0.0048,Low-Low,Low-Low,False,-0.8425199775635428,0.0036,True,0.0,0.12107226208623134,0.0057,Low-Low,Low-Low,False,-0.34606416381863836,0.0053,True,0.0,0.04259564257732547,0.0026,Low-Low,Low-Low,False,-0.20689351663031857,0.002,True,-13.149993357247244,0.03149446087089626,0.4131,Not significant,Not significant,False,-0.1270740851639255,0.4131,False,0.0,0.58549625382819,0.002,Low-Low,Low-Low,False,-0.7515140790323037,0.002,True,Latin America & Caribbean ,High income,0.0,0.32124352331606215,-13.149993357247244
TUN,1.791759469228055,-0.08686187521018472,0.3535,Not significant,Not significant,False,-0.09147308052982837,0.3535,False,3.9716834854223326,0.03649916280870991,0.1033,Not significant,Not significant,False,0.28563910949036797,0.1033,False,107.0,0.018664873714501436,0.3567,Not significant,Not significant,False,-0.15351669340732693,0.3567,False,20.253753155307557,0.19804395066529168,0.1763,Not significant,Not significant,False,0.39914996955548265,0.1763,False,7.6923076923076925,0.11083872744587317,0.2748,Not significant,Not significant,False,-0.29680057421159517,0.2748,False,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,5.0,0.5025906735751295,20.253753155307557
TUR,2.70805020110221,-0.500822697548266,0.1463,Not significant,Not significant,False,-0.20368182062598308,0.1463,False,1.0203261802054624,-0.5182603756939325,0.0023,Low-High,Low-High,False,1.8903931725097405,0.0023,True,30.0,0.036131377664890635,0.0626,Not significant,Not significant,False,-0.1971139773037448,0.0626,False,16.22691643417032,-0.1437626078792658,0.1963,Not significant,Not significant,False,-0.2345902080630523,0.1963,False,47.36842105263158,-0.5974147608503608,0.1954,Not significant,Not significant,False,-0.08526465375291468,0.1954,False,Europe & Central Asia,Upper middle income,14.0,0.6787564766839378,16.22691643417032
TUV,0.0,0.7816947949946764,0.0021,Low-Low,Low-Low,False,-0.8864108243969333,0.0001,True,0.0,0.12383193799472729,0.0001,Low-Low,Low-Low,False,-0.35280341119873404,0.0001,True,0.0,0.04260996645140386,0.0001,Low-Low,Low-Low,False,-0.20695314796767572,0.0001,True,16.901820114255347,-0.39502300161640147,0.0134,High-Low,Not significant,False,-0.714048712078506,0.0134,False,0.0,0.6206060486443279,0.0021,Low-Low,Low-Low,False,-0.7898133000241716,0.0001,True,East Asia & Pacific,Upper middle income,0.0,0.02072538860103627,16.901820114255347
TWN,2.1972245773362196,0.4459872656433273,0.088,Not significant,Not significant,False,0.6047818892076957,0.088,False,22.527000017458427,0.34504458713480335,0.169,Not significant,Not significant,False,0.45881967576942334,0.169,False,275.0,-0.0019322030124399626,0.3266,Not significant,Not significant,False,-0.07033775408242884,0.3266,False,41.70054470572605,0.8323200551876834,0.0249,High-High,Not significant,False,0.8119338302204094,0.0249,False,11.11111111111111,-0.03589552177585907,0.3152,Not significant,Not significant,False,0.10618797312692416,0.3152,False,,,8.0,0.34196891191709844,41.70054470572605
TZA,2.617395832834079,0.29259239084209304,0.2415,Not significant,Not significant,False,0.3865178353900652,0.2415,False,1.0087983419739956,0.02933169787480257,0.4705,Not significant,Not significant,False,-0.14158674081891026,0.4705,False,139.7,0.0060018005961818,0.2936,Not significant,Not significant,False,-0.07015090922537641,0.2936,False,-13.803640228510702,0.32698302294955683,0.0134,Low-Low,Not significant,False,-0.8079510084614328,0.0134,False,23.80952380952381,0.02536786763015291,0.4046,Not significant,Not significant,False,0.11209743154406333,0.4046,False,Sub-Saharan Africa ,Lower middle income,12.7,0.9585492227979274,-13.803640228510702
UGA,1.8718021769015913,0.14410745336117547,0.2409,Not significant,Not significant,False,0.30940131416885636,0.2409,False,0.6245571463997608,0.03178510374909643,0.4923,Not significant,Not significant,False,-0.13802378436531632,0.4923,False,8.75,0.011050272154240924,0.2797,Not significant,Not significant,False,-0.07620746538961834,0.2797,False,-25.614454629998676,0.6828047654299075,0.0067,Low-Low,Low-Low,False,-0.9561280295699616,0.0067,True,16.666666666666668,0.004778798230523229,0.3881,Not significant,Not significant,False,0.07805367955129205,0.3881,False,Sub-Saharan Africa ,Low income,5.5,0.9740932642487047,-25.614454629998676
UKR,3.466256600546456,0.09054157923163657,0.4122,Not significant,Not significant,False,0.293414826534614,0.4122,False,1.2535461007239448,0.041222796590319806,0.2786,Not significant,Not significant,False,-0.20285388788066594,0.2786,False,476.01666666666665,-0.033393453574226864,0.243,Not significant,Not significant,False,-0.12386437845290256,0.243,False,9.395509499136438,0.061834383942581624,0.2606,Not significant,Not significant,False,0.25640042091951404,0.2606,False,60.0,0.6924666119644655,0.2109,Not significant,Not significant,False,0.5870110227744691,0.2109,False,Europe & Central Asia,Upper middle income,31.016666666666666,0.8393782383419689,9.395509499136438
URY,1.6894806201076369,0.2320968331259772,0.0833,Not significant,Not significant,False,0.5640748399194148,0.0833,False,2.4282635954355243,0.010456028764222115,0.3907,Not significant,Not significant,False,-0.14667302392458698,0.3907,False,48.91666666666667,-0.0331716516366877,0.101,Not significant,Not significant,False,0.14831445831630427,0.101,False,35.028563836853984,0.44765681287695946,0.1101,Not significant,Not significant,False,0.5515004260588082,0.1101,False,29.41176470588235,0.3039452659710142,0.1511,Not significant,Not significant,False,0.4708747549946978,0.1511,False,Latin America & Caribbean ,High income,4.416666666666667,0.3471502590673575,35.028563836853984
USA,5.790651645767858,0.4779742525684759,0.3276,Not significant,Not significant,False,0.6178091054950332,0.3276,False,3.4319820593264216,-0.014114848435489142,0.1143,Not significant,Not significant,False,-0.22143936884771015,0.1143,False,13784.95238095238,0.829168801100398,0.1323,Not significant,Not significant,False,1.677677947721565,0.1323,False,86.01036269430051,0.698729765358362,0.2129,Not significant,Not significant,False,0.5893472650657089,0.2129,False,81.81818181818181,0.5110822610441246,0.3108,Not significant,Not significant,False,0.6129064343868392,0.3108,False,North America,High income,326.2261904761905,0.13989637305699482,86.01036269430051
UZB,1.9459101490553132,0.041868549182361,0.3985,Not significant,Not significant,False,0.14535045419489312,0.3985,False,2.212714107748851,0.017973610982368417,0.2905,Not significant,Not significant,False,-0.18298769515466848,0.2905,False,108.0,0.011872564970502769,0.3823,Not significant,Not significant,False,-0.10426798503865124,0.3823,False,7.786634781453429,-0.09455175529018046,0.1176,Not significant,Not significant,False,-0.38469844627133676,0.1176,False,17.647058823529413,0.01982346345032419,0.3048,Not significant,Not significant,False,0.1721417252642208,0.3048,False,Europe & Central Asia,Lower middle income,6.0,0.6580310880829016,7.786634781453429
VCT,0.0,0.7816947949946764,0.0033,Low-Low,Low-Low,False,-0.8864108243969333,0.0001,True,0.0,0.12383193799472729,0.0001,Low-Low,Low-Low,False,-0.35280341119873404,0.0001,True,0.0,0.04260996645140386,0.0001,Low-Low,Low-Low,False,-0.20695314796767572,0.0001,True,0.8396439484522382,-0.0008706426358044081,0.4305,Not significant,Not significant,False,-0.052820041715396365,0.4305,False,0.0,0.6206060486443279,0.0033,Low-Low,Low-Low,False,-0.7898133000241716,0.0001,True,Latin America & Caribbean ,Upper middle income,0.0,0.18134715025906736,0.8396439484522382
VEN,0.4054651081081644,0.3314629556173626,0.0582,Not significant,Not significant,False,-0.5758124285286506,0.058,False,0.3988721172913775,0.09016605808857499,0.0538,Not significant,Not significant,False,-0.2978375497176675,0.0537,False,0.5,0.040987312515085465,0.061,Not significant,Not significant,False,-0.2004831478644242,0.0608,False,-6.90979141756344,-0.00555031286724355,0.4739,Not significant,Not significant,False,-0.0022823474815295334,0.4739,False,5.2631578947368425,0.31415377439709335,0.0357,Low-Low,Not significant,False,-0.5933216445006757,0.0357,False,Latin America & Caribbean ,Lower middle income,0.5,0.48704663212435234,-6.90979141756344
VNM,3.1498829533812494,0.2330542396407684,0.3223,Not significant,Not significant,False,0.34816598977786645,0.3223,False,2.1812673967062612,-0.013629474992861436,0.1949,Not significant,Not significant,False,0.11028939708828228,0.1949,False,599.8333333333334,-0.037059919731939915,0.4638,Not significant,Not significant,False,-0.06670024250364229,0.4638,False,36.34914308489438,0.1052829816319519,0.3898,Not significant,Not significant,False,0.2312895824743788,0.3898,False,30.76923076923077,-0.13301061947971007,0.3781,Not significant,Not significant,False,-0.03631704498031729,0.3781,False,East Asia & Pacific,Upper middle income,22.333333333333332,0.5595854922279793,36.34914308489438
VUT,0.0,0.7816947949946764,0.0016,Low-Low,Low-Low,False,-0.8864108243969333,0.0001,True,0.0,0.12383193799472729,0.0001,Low-Low,Low-Low,False,-0.35280341119873404,0.0001,True,0.0,0.04260996645140386,0.0001,Low-Low,Low-Low,False,-0.20695314796767572,0.0001,True,-25.585226517869,0.4897364826399814,0.0386,Low-Low,Not significant,False,-0.714048712078506,0.0386,False,0.0,0.6206060486443279,0.0016,Low-Low,Low-Low,False,-0.7898133000241716,0.0001,True,East Asia & Pacific,Lower middle income,0.0,0.44559585492227977,-25.585226517869
WSM,0.0,0.4415697340426921,0.0977,Not significant,Not significant,False,-0.5558208539813693,0.0973,False,0.0,0.11316999656664771,0.0223,Low-Low,Not significant,False,-0.32676649120580614,0.0219,False,0.0,0.02653285018582501,0.4988,Not significant,Not significant,False,-0.14002293491800263,0.4992,False,4.466586953633588,0.013075585372886764,0.3892,Not significant,Not significant,False,0.1184814231070903,0.3892,False,0.0,0.42603926903823003,0.0667,Not significant,Not significant,False,-0.5775717836942373,0.0663,False,East Asia & Pacific,Upper middle income,0.0,0.14507772020725387,4.466586953633588
YEM,0.0,0.21522518879395128,0.2928,Not significant,Not significant,False,-0.33582166806995833,0.2925,False,0.0,0.014744816008120748,0.3778,Not significant,Not significant,False,-0.08640796281034123,0.3778,False,0.0,0.02289936079460812,0.4196,Not significant,Not significant,False,-0.1248964523417371,0.4196,False,-70.66294672512288,0.35769212564763064,0.3056,Not significant,Not significant,False,-0.4322766130016817,0.3056,False,0.0,-0.04648005286229345,0.4102,Not significant,Not significant,False,-0.062128101178682955,0.4101,False,"Middle East, North Africa, Afghanistan & Pakistan",Low income,0.0,0.8963730569948186,-70.66294672512288
ZAF,2.532373187026924,-0.2663135436518001,0.2875,Not significant,Not significant,False,-0.07473670728498162,0.2875,False,2.1573344043148373,-0.0049764184065032,0.2689,Not significant,Not significant,False,0.029953856779314954,0.2689,False,130.83333333333331,0.014297603522437244,0.4278,Not significant,Not significant,False,-0.1400070332280407,0.4278,False,24.55958549222798,-0.43151768654095973,0.05,Not significant,Not significant,False,-0.4888437175054353,0.05,False,27.77777777777778,-0.2650844546366108,0.1492,Not significant,Not significant,False,-0.276037954786672,0.1492,False,Sub-Saharan Africa ,Upper middle income,11.583333333333332,0.5544041450777202,24.55958549222798
ZMB,1.4663370687934272,0.0245984586356762,0.3626,Not significant,Not significant,False,0.1264207823328231,0.3626,False,1.4384011745178487,0.03507158877447313,0.3032,Not significant,Not significant,False,-0.19150038746049236,0.3032,False,149.0,0.012141841677518177,0.4297,Not significant,Not significant,False,-0.13849836039290464,0.4297,False,-17.799920286966923,0.3841322165394323,0.0227,Low-Low,Not significant,False,-0.7594298058486095,0.0227,False,11.764705882352942,0.04958266906209201,0.2874,Not significant,Not significant,False,-0.2514137760749409,0.2874,False,Sub-Saharan Africa ,Lower middle income,3.3333333333333335,0.8549222797927462,-17.799920286966923
ZWE,1.6094379124341003,-0.016116380095635617,0.4895,Not significant,Not significant,False,0.005906124038803827,0.4895,False,1.9567832674680088,-0.00801587550674539,0.2557,Not significant,Not significant,False,0.03956072141499567,0.2557,False,209.0,0.004751585141951257,0.4355,Not significant,Not significant,False,-0.13071050773405993,0.4355,False,-20.401222266507233,0.29186066936512545,0.0903,Not significant,Not significant,False,-0.5373599039699475,0.0903,False,5.2631578947368425,0.1230077682122254,0.31,Not significant,Not significant,False,-0.27766504587456176,0.31,False,Sub-Saharan Africa ,Lower middle income,4.0,0.8911917098445595,-20.401222266507233
